Dos. nr.;DossierStatus;Boekingsdatum;Vertrekdatum;Volledige naam klant;Bestemming;ArticlePoNummer;Artikelcode;Omschrijving;Artikelprijs;Totaal dossier
403;Ok;30.03.2012 22:48:49;05.08.2012 00:00:00;64a024a1f9f04e4b;Kite Maniac Veere Nederland;;9a54ba5423ffedcc;Poliskosten;5,00;1.221,90
404;Ok;02.04.2012 11:26:50;29.06.2012 00:00:00;9811838d912a4883;Brabantse Land;;aae72f7aa6dca586;Paardijweekend Brabant;1.100,00;1.100,00
405;Ok;02.04.2012 14:02:16;20.07.2012 00:00:00;608359c6593e9f39;Montpellier Frankrijk;;15be2a3729b3f4c7;Dynamigo Montpellier ;770,00;790,00
405;Ok;02.04.2012 14:02:16;20.07.2012 00:00:00;608359c6593e9f39;Montpellier Frankrijk;;a91b026743fc98d0;Calamiteitenfonds;2,50;790,00
405;Ok;02.04.2012 14:02:16;20.07.2012 00:00:00;608359c6593e9f39;Montpellier Frankrijk;;eb90f036392eeeae;Reserveringskosten;17,50;790,00
406;Ok;02.04.2012 14:08:12;20.07.2012 00:00:00;b2ee1a1d4b45add1;Montpellier Frankrijk;;15be2a3729b3f4c7;Dynamigo Montpellier ;770,00;816,00
406;Ok;02.04.2012 14:08:12;20.07.2012 00:00:00;b2ee1a1d4b45add1;Montpellier Frankrijk;;eb90f036392eeeae;Reserveringskosten;17,50;816,00
406;Ok;02.04.2012 14:08:12;20.07.2012 00:00:00;b2ee1a1d4b45add1;Montpellier Frankrijk;;a91b026743fc98d0;Calamiteitenfonds;2,50;816,00
406;Ok;02.04.2012 14:08:12;20.07.2012 00:00:00;b2ee1a1d4b45add1;Montpellier Frankrijk;;9a54ba5423ffedcc;Poliskosten;5,00;816,00
406;Ok;02.04.2012 14:08:12;20.07.2012 00:00:00;b2ee1a1d4b45add1;Montpellier Frankrijk;;c3216a95995ce64e;Europeesche Aflopende Reisverzekering;21,00;816,00
407;Ok;02.04.2012 14:15:54;12.08.2012 00:00:00;01988e7abe431581;Zeeland, Nederland;;9478b38401fe2e3b;Dynamigo Scuba Experience duikcursus;796,16;813,66
407;Ok;02.04.2012 14:15:54;12.08.2012 00:00:00;01988e7abe431581;Zeeland, Nederland;;eb90f036392eeeae;Reserveringskosten;17,50;813,66
408;Ok;02.04.2012 14:29:54;04.05.2012 00:00:00;5c7c0a2b99d8d00c;Brabantse land;;aae72f7aa6dca586;Paardijweekend Brabant;440,00;440,00
409;Ok;02.04.2012 15:00:09;18.08.2012 00:00:00;40e6ea7bf8d9d886;Tsjechie Huikarvakantie;;009d1f741e54be5b;Huifkarweek Tsjechie op basis van logies;960,00;960,00
410;Ok;03.04.2012 12:54:58;29.06.2012 00:00:00;dfd934558307fac6;Mongolie;;f7ad1e2aabffb832;Pardrijtrektocht Mongolië, yakkarren;1.387,00;1.894,00
410;Ok;03.04.2012 12:54:58;29.06.2012 00:00:00;dfd934558307fac6;Mongolie;;ee65faa933e9afdc;Verlenging Naadam Festival;434,00;1.894,00
410;Ok;03.04.2012 12:54:58;29.06.2012 00:00:00;dfd934558307fac6;Mongolie;;fd3fd933d57074be;Reisverzekering werelddekking;70,00;1.894,00
410;Ok;03.04.2012 12:54:58;29.06.2012 00:00:00;dfd934558307fac6;Mongolie;;0a40ba0908143439;Poliskosten;3,00;1.894,00
411;Ok;03.04.2012 13:29:44;06.07.2012 00:00:00;9b043e93679d769a;Brighton Verenigd Koninkrijk;;eb90f036392eeeae;Reserveringskosten;17,50;905,00
411;Ok;03.04.2012 13:29:44;06.07.2012 00:00:00;9b043e93679d769a;Brighton Verenigd Koninkrijk;;05f82fd364da741e;Simbo Freestyle Taalkamp Brighton;885,00;905,00
411;Ok;03.04.2012 13:29:44;06.07.2012 00:00:00;9b043e93679d769a;Brighton Verenigd Koninkrijk;;a91b026743fc98d0;Calamiteitenfonds;2,50;905,00
412;Ok;03.04.2012 13:39:40;06.07.2012 00:00:00;2bb199c159d14a55;Brighton Verenigd Koninkrijk;;05f82fd364da741e;Simbo Freestyle Taalkamp Brighton;885,00;905,00
412;Ok;03.04.2012 13:39:40;06.07.2012 00:00:00;2bb199c159d14a55;Brighton Verenigd Koninkrijk;;eb90f036392eeeae;Reserveringskosten;17,50;905,00
412;Ok;03.04.2012 13:39:40;06.07.2012 00:00:00;2bb199c159d14a55;Brighton Verenigd Koninkrijk;;a91b026743fc98d0;Calamiteitenfonds;2,50;905,00
413;Ok;05.04.2012 12:57:16;27.07.2012 00:00:00;235b6421695c0470;Brighton Verenigd Koninkrijk;;d33099f244cd4e76;Dynamigo Brighton 10-13 en 13-16 jaar;885,00;905,00
413;Ok;05.04.2012 12:57:16;27.07.2012 00:00:00;235b6421695c0470;Brighton Verenigd Koninkrijk;;eb90f036392eeeae;Reserveringskosten;17,50;905,00
413;Ok;05.04.2012 12:57:16;27.07.2012 00:00:00;235b6421695c0470;Brighton Verenigd Koninkrijk;;a91b026743fc98d0;Calamiteitenfonds;2,50;905,00
414;Ok;05.04.2012 13:38:44;03.08.2012 00:00:00;3c765d7592d649a3;Off The Road in de Arrdennen;;c767ef8074c65040;Off the Road 1 1/2 dag rijden Villa;600,00;600,00
415;Ok;07.04.2012 20:30:44;28.04.2012 00:00:00;7991f661cd6caa64;Marokko;;a4761ef28987a93f;Koningstocht;1.880,00;2.533,01
415;Ok;07.04.2012 20:30:44;28.04.2012 00:00:00;7991f661cd6caa64;Marokko;;b350726102ee4f88;Bagagefee per koffer max 15 kg;60,00;2.533,01
415;Ok;07.04.2012 20:30:44;28.04.2012 00:00:00;7991f661cd6caa64;Marokko;;0a40ba0908143439;Poliskosten;3,00;2.533,01
415;Ok;07.04.2012 20:30:44;28.04.2012 00:00:00;7991f661cd6caa64;Marokko;;6a21db86ef510efe;Vlucht Ryanair;481,06;2.533,01
415;Ok;07.04.2012 20:30:44;28.04.2012 00:00:00;7991f661cd6caa64;Marokko;;1f5324d93d081e6e;Annuleringsverzekering De Luxe;108,95;2.533,01
416;Ok;10.04.2012 10:59:14;21.07.2012 00:00:00;d445301d6107f42c;Brabant Nederland;;aea26b5756bd0feb;Combinatieverzekering de Luxe;16,80;299,80
416;Ok;10.04.2012 10:59:14;21.07.2012 00:00:00;d445301d6107f42c;Brabant Nederland;;56679947c587643e;Jeugdkamp Brabant Loonse en Drunense Duinen;280,00;299,80
416;Ok;10.04.2012 10:59:14;21.07.2012 00:00:00;d445301d6107f42c;Brabant Nederland;;0a40ba0908143439;Poliskosten;3,00;299,80
417;Ok;10.04.2012 15:22:13;03.08.2012 00:00:00;df66eefa0155b432;Salland Rijden met gevoel;;aea26b5756bd0feb;Combinatieverzekering de Luxe;19,50;0,00
417;Ok;10.04.2012 15:22:13;03.08.2012 00:00:00;df66eefa0155b432;Salland Rijden met gevoel;;a6b9e4c180631a98;Ervaringsweekend Salland;325,00;0,00
417;Ok;10.04.2012 15:22:13;03.08.2012 00:00:00;df66eefa0155b432;Salland Rijden met gevoel;;0a40ba0908143439;Poliskosten;3,00;0,00
418;Ok;10.04.2012 15:28:41;09.11.2012 00:00:00;93db5556b20f28e9;Ijslanders Ardennen Workshop;;0b78829197420162;Workshop met IJslanders in de Ardennen - handpaard;310,00;310,00
419;Ok;10.04.2012 17:04:48;10.08.2012 00:00:00;97926ea8d597f18c;Frankrijk Argeles sur Mer;;5fba39f25cb8c49f;Freestyle Argeles sur Mer Strandvakantie (16-19 jaar);620,00;690,00
419;Ok;10.04.2012 17:04:48;10.08.2012 00:00:00;97926ea8d597f18c;Frankrijk Argeles sur Mer;;eb90f036392eeeae;Reserveringskosten;17,50;690,00
419;Ok;10.04.2012 17:04:48;10.08.2012 00:00:00;97926ea8d597f18c;Frankrijk Argeles sur Mer;;a91b026743fc98d0;Calamiteitenfonds;2,50;690,00
419;Ok;10.04.2012 17:04:48;10.08.2012 00:00:00;97926ea8d597f18c;Frankrijk Argeles sur Mer;;37e4c4420176332b;Argeles Plus Activiteitenpakket;50,00;690,00
420;Ok;10.04.2012 17:09:49;10.08.2012 00:00:00;7629e2ebba3eecaf;Frankrijk Argeles sur Mer;;5fba39f25cb8c49f;Freestyle Argeles sur Mer Strandvakantie (16-19 jaar);620,00;690,00
420;Ok;10.04.2012 17:09:49;10.08.2012 00:00:00;7629e2ebba3eecaf;Frankrijk Argeles sur Mer;;eb90f036392eeeae;Reserveringskosten;17,50;690,00
420;Ok;10.04.2012 17:09:49;10.08.2012 00:00:00;7629e2ebba3eecaf;Frankrijk Argeles sur Mer;;a91b026743fc98d0;Calamiteitenfonds;2,50;690,00
420;Ok;10.04.2012 17:09:49;10.08.2012 00:00:00;7629e2ebba3eecaf;Frankrijk Argeles sur Mer;;37e4c4420176332b;Argeles Plus Activiteitenpakket;50,00;690,00
421;Ok;10.04.2012 19:08:19;27.05.2012 00:00:00;f13e1868365584e6;Catalonie Spanje;;ca4e28d3d4b26b29;Trektocht van de Bergen naar de Zee Catalonië;1.030,00;1.270,00
421;Ok;10.04.2012 19:08:19;27.05.2012 00:00:00;f13e1868365584e6;Catalonie Spanje;;bb3354ffaf97009c;Toeslag Hoogseizoen Trektocht;160,00;1.270,00
421;Ok;10.04.2012 19:08:19;27.05.2012 00:00:00;f13e1868365584e6;Catalonie Spanje;;c4825f811e9c06fe;Verzameltransfer retour p.p. trektocht;80,00;1.270,00
422;Ok;12.04.2012 20:14:53;13.07.2012 00:00:00;7c82280373c20f28;Estartit Spanje;;343ecb9d3c40611e;Estartit Jeugdvakantie Spanje;625,00;691,22
422;Ok;12.04.2012 20:14:53;13.07.2012 00:00:00;7c82280373c20f28;Estartit Spanje;;eb90f036392eeeae;Reserveringskosten;17,50;691,22
422;Ok;12.04.2012 20:14:53;13.07.2012 00:00:00;7c82280373c20f28;Estartit Spanje;;5603505c44a65622;Dynamigo Estartit Plus;30,00;691,22
422;Ok;12.04.2012 20:14:53;13.07.2012 00:00:00;7c82280373c20f28;Estartit Spanje;;a91b026743fc98d0;Calamiteitenfonds;2,50;691,22
422;Ok;12.04.2012 20:14:53;13.07.2012 00:00:00;7c82280373c20f28;Estartit Spanje;;6a947490a1c099cc;Schadelogiesverzekering;11,22;691,22
422;Ok;12.04.2012 20:14:53;13.07.2012 00:00:00;7c82280373c20f28;Estartit Spanje;;9a54ba5423ffedcc;Poliskosten;5,00;691,22
423;Ok;12.04.2012 20:45:19;06.07.2012 00:00:00;e3b2e7883ae249f6;Ardennen Belgie;;2c6b764e9d762802;Lang Weekend Western Ranch;740,00;740,00
424;Ok;12.04.2012 21:45:29;29.07.2012 00:00:00;57f56acb9dbbf791;Tsjechie Westernranch;;90c1e1903297efc7;Niet Ruiter volpension all inclusive 11 nachten;2.120,00;2.345,00
424;Ok;12.04.2012 21:45:29;29.07.2012 00:00:00;57f56acb9dbbf791;Tsjechie Westernranch;;fd5aed661dd88bbd;paardrij uur;225,00;2.345,00
425;Ok;16.04.2012 11:50:27;29.06.2012 00:00:00;e10d05e8fd17daf6;Drenthe;;450aa792df490c3a;Combiweekend rijden en mennen in Drenthe;380,00;380,00
426;Ok;16.04.2012 14:55:37;11.05.2012 00:00:00;ddfce1dfbad9426d;Ardennen;;ec5bf082c4d8bae6;Weekend Western Ranch in driepersoons Cabin Bunkhouse;810,00;810,00
427;Ok;16.04.2012 15:05:42;04.05.2012 00:00:00;13f3386defcdf1a7;Zeeland;;078cd33aaf1e5a44;Weekende paardrijden 8 uur, logies en ontbijt;364,00;364,00
428;Ok;18.04.2012 21:21:52;27.07.2012 00:00:00;209890e6905485aa;Noord Eifel, Duitsland;;be8fbe09c6ee3d94;Driedaags trektochtweekend Niet Ruiter ;203,50;610,50
428;Ok;18.04.2012 21:21:52;27.07.2012 00:00:00;209890e6905485aa;Noord Eifel, Duitsland;;be8fbe09c6ee3d94;Driedaags Panorama  trektochtweekend ;407,00;610,50
429;Ok;18.04.2012 21:32:20;27.05.2012 00:00:00;014a0582880aed6a;Catalonië Spanje;;ca4e28d3d4b26b29;Trektocht van de Bergen naar de Zee Catalonië;1.030,00;1.270,00
429;Ok;18.04.2012 21:32:20;27.05.2012 00:00:00;014a0582880aed6a;Catalonië Spanje;;bb3354ffaf97009c;Toeslag Hoogseizoen Trektocht;160,00;1.270,00
429;Ok;18.04.2012 21:32:20;27.05.2012 00:00:00;014a0582880aed6a;Catalonië Spanje;;c4825f811e9c06fe;Verzameltransfer retour p.p. trektocht;80,00;1.270,00
430;Ok;19.04.2012 10:32:07;07.07.2012 00:00:00;d073be149d57f258;Vogezen Frankrijk;;08ad336773afdc20;Vogezen Week Hele Dagtochten;3.425,00;3.425,00
431;Ok;19.04.2012 12:49:58;13.07.2012 00:00:00;a2d9c0566725f1f1;Moliets Frankrijk;;eb90f036392eeeae;Reserveringskosten;17,50;660,00
431;Ok;19.04.2012 12:49:58;13.07.2012 00:00:00;a2d9c0566725f1f1;Moliets Frankrijk;;6d7c63bfae9202d1;Moliets Plage en Golfsurfcursus;80,00;660,00
431;Ok;19.04.2012 12:49:58;13.07.2012 00:00:00;a2d9c0566725f1f1;Moliets Frankrijk;;a8976c59bbe14982;Dynamigo Moliets Surfing (10-13 en 13-16 jaar);560,00;660,00
431;Ok;19.04.2012 12:49:58;13.07.2012 00:00:00;a2d9c0566725f1f1;Moliets Frankrijk;;a91b026743fc98d0;Calamiteitenfonds;2,50;660,00
432;Ok;19.04.2012 12:58:51;13.07.2012 00:00:00;7ee351843cf69220;Moliets Frankrijk;;a8976c59bbe14982;Dynamigo Moliets Surfing (10-13 en 13-16 jaar);1.120,00;1.347,00
432;Ok;19.04.2012 12:58:51;13.07.2012 00:00:00;7ee351843cf69220;Moliets Frankrijk;;6d7c63bfae9202d1;Moliets Plage en Golfsurfcursus;160,00;1.347,00
432;Ok;19.04.2012 12:58:51;13.07.2012 00:00:00;7ee351843cf69220;Moliets Frankrijk;;9a54ba5423ffedcc;Poliskosten;5,00;1.347,00
432;Ok;19.04.2012 12:58:51;13.07.2012 00:00:00;7ee351843cf69220;Moliets Frankrijk;;eb90f036392eeeae;Reserveringskosten;17,50;1.347,00
432;Ok;19.04.2012 12:58:51;13.07.2012 00:00:00;7ee351843cf69220;Moliets Frankrijk;;a91b026743fc98d0;Calamiteitenfonds;2,50;1.347,00
432;Ok;19.04.2012 12:58:51;13.07.2012 00:00:00;7ee351843cf69220;Moliets Frankrijk;;c3216a95995ce64e;Europeesche Aflopende Reisverzekering;42,00;1.347,00
433;Ok;19.04.2012 13:07:39;13.07.2012 00:00:00;ab0d70348a693fee;Moliets Frankrijk;;a8976c59bbe14982;Dynamigo Moliets Surfing (10-13 en 13-16 jaar);560,00;686,00
433;Ok;19.04.2012 13:07:39;13.07.2012 00:00:00;ab0d70348a693fee;Moliets Frankrijk;;a91b026743fc98d0;Calamiteitenfonds;2,50;686,00
433;Ok;19.04.2012 13:07:39;13.07.2012 00:00:00;ab0d70348a693fee;Moliets Frankrijk;;eb90f036392eeeae;Reserveringskosten;17,50;686,00
433;Ok;19.04.2012 13:07:39;13.07.2012 00:00:00;ab0d70348a693fee;Moliets Frankrijk;;6d7c63bfae9202d1;Moliets Plage en Golfsurfcursus;80,00;686,00
433;Ok;19.04.2012 13:07:39;13.07.2012 00:00:00;ab0d70348a693fee;Moliets Frankrijk;;c3216a95995ce64e;Europeesche Aflopende Reisverzekering;21,00;686,00
433;Ok;19.04.2012 13:07:39;13.07.2012 00:00:00;ab0d70348a693fee;Moliets Frankrijk;;9a54ba5423ffedcc;Poliskosten;5,00;686,00
434;Ok;19.04.2012 13:23:30;30.07.2012 00:00:00;285fa31ae55cfd9e;Nederland;;694e3b670769e892;Dynamigo Game Zone;395,00;412,50
434;Ok;19.04.2012 13:23:30;30.07.2012 00:00:00;285fa31ae55cfd9e;Nederland;;eb90f036392eeeae;Reserveringskosten;17,50;412,50
435;Ok;19.04.2012 13:31:50;01.07.2012 00:00:00;4f7f7b7cbe258080;Nederland;;8749192b3b80c8da;Dynamigo Wave Maniac;485,00;502,50
435;Ok;19.04.2012 13:31:50;01.07.2012 00:00:00;4f7f7b7cbe258080;Nederland;;eb90f036392eeeae;Reserveringskosten;17,50;502,50
436;Ok;20.04.2012 08:51:19;07.07.2012 00:00:00;a12d575b266f1f57;Auvergne Frankrijk;;1f5324d93d081e6e;Annuleringsverzekering De Luxe;67,50;1.570,50
436;Ok;20.04.2012 08:51:19;07.07.2012 00:00:00;a12d575b266f1f57;Auvergne Frankrijk;;0a40ba0908143439;Poliskosten;3,00;1.570,50
436;Ok;20.04.2012 08:51:19;07.07.2012 00:00:00;a12d575b266f1f57;Auvergne Frankrijk;;effde08638547ce7;Stertocht, standplaatsweek met 2 daagse trektocht;1.500,00;1.570,50
437;Ok;20.04.2012 09:04:26;27.05.2012 00:00:00;e803fb238cbb6734;Catalonie Spanje;;db3f84c41758f368;Standplaats met 2 daagse trektocht Catalonië;1.600,00;2.080,00
437;Ok;20.04.2012 09:04:26;27.05.2012 00:00:00;e803fb238cbb6734;Catalonie Spanje;;f63653de851d47d3;Toeslag Hoogseizoen;320,00;2.080,00
437;Ok;20.04.2012 09:04:26;27.05.2012 00:00:00;e803fb238cbb6734;Catalonie Spanje;;b843b59f14899097;Verzameltransfer retourp.p.;160,00;2.080,00
438;Ok;20.04.2012 22:42:06;01.05.2012 00:00:00;5bb7c13fbb2a5933;Brabant Loonse en Drunense Duinen;;dcfe23e99ef09736;Tweepersoonskamer, logies en ontbijt, per nacht;354,00;354,00
439;Ok;23.04.2012 09:46:00;11.05.2012 00:00:00;5e812aa127a1af6f;Ardennen Belgie;;a06746cecc89b02b;Paardrijweekend Western Ardennen;500,00;500,00
440;Ok;23.04.2012 10:02:04;27.04.2012 00:00:00;544788e96e9a64e4;Ardennen;;be20f1f1052095dd;Off the road VillaNiet ruiter halfpension ;760,00;1.180,00
440;Ok;23.04.2012 10:02:04;27.04.2012 00:00:00;544788e96e9a64e4;Ardennen;;be20f1f1052095dd;Off the road Villa 2 hele dagen rijden eenpersoonskamer;420,00;1.180,00
441;Ok;23.04.2012 12:35:42;03.08.2012 00:00:00;caf261cdd170675f;Moliets Frankrijk;;71aa2c1f7c2bd026; Freestyle ( 16-19 jaar) Moliets Surfing;1.120,00;1.240,00
441;Ok;23.04.2012 12:35:42;03.08.2012 00:00:00;caf261cdd170675f;Moliets Frankrijk;;480b2fe069ca9e19;Eten en drinken uitgebreid 10 dgn;30,00;1.240,00
441;Ok;23.04.2012 12:35:42;03.08.2012 00:00:00;caf261cdd170675f;Moliets Frankrijk;;eb90f036392eeeae;Reserveringskosten;17,50;1.240,00
441;Ok;23.04.2012 12:35:42;03.08.2012 00:00:00;caf261cdd170675f;Moliets Frankrijk;;a91b026743fc98d0;Calamiteitenfonds;2,50;1.240,00
441;Ok;23.04.2012 12:35:42;03.08.2012 00:00:00;caf261cdd170675f;Moliets Frankrijk;;6d7c63bfae9202d1;Molietsextra surflessen;70,00;1.240,00
442;Ok;24.04.2012 10:24:40;27.07.2012 00:00:00;b8e1669c58f3dee6;Argeles Frankrijk;;5fba39f25cb8c49f;Freestyle Argeles sur Mer Strandvakantie (16-19 jaar);620,00;780,14
442;Ok;24.04.2012 10:24:40;27.07.2012 00:00:00;b8e1669c58f3dee6;Argeles Frankrijk;;eb90f036392eeeae;Reserveringskosten;17,50;780,14
442;Ok;24.04.2012 10:24:40;27.07.2012 00:00:00;b8e1669c58f3dee6;Argeles Frankrijk;;a91b026743fc98d0;Calamiteitenfonds;2,50;780,14
442;Ok;24.04.2012 10:24:40;27.07.2012 00:00:00;b8e1669c58f3dee6;Argeles Frankrijk;;9544dc2fe1d72592;Royal Class Bus;29,50;780,14
442;Ok;24.04.2012 10:24:40;27.07.2012 00:00:00;b8e1669c58f3dee6;Argeles Frankrijk;;37e4c4420176332b;Argeles Plus Activiteitenpakket;50,00;780,14
442;Ok;24.04.2012 10:24:40;27.07.2012 00:00:00;b8e1669c58f3dee6;Argeles Frankrijk;;6d950cbe51b7b604;Garantie-Annuleringsverzekering;55,64;780,14
442;Ok;24.04.2012 10:24:40;27.07.2012 00:00:00;b8e1669c58f3dee6;Argeles Frankrijk;;9a54ba5423ffedcc;Poliskosten;5,00;780,14
443;Ok;24.04.2012 10:31:12;27.07.2012 00:00:00;385c8de5da6b6b9a;Argeles Frankrijk;;5fba39f25cb8c49f;Freestyle Argeles sur Mer Strandvakantie (16-19 jaar);620,00;780,14
443;Ok;24.04.2012 10:31:12;27.07.2012 00:00:00;385c8de5da6b6b9a;Argeles Frankrijk;;eb90f036392eeeae;Reserveringskosten;17,50;780,14
443;Ok;24.04.2012 10:31:12;27.07.2012 00:00:00;385c8de5da6b6b9a;Argeles Frankrijk;;a91b026743fc98d0;Calamiteitenfonds;2,50;780,14
443;Ok;24.04.2012 10:31:12;27.07.2012 00:00:00;385c8de5da6b6b9a;Argeles Frankrijk;;9544dc2fe1d72592;Royal Class Bus;29,50;780,14
443;Ok;24.04.2012 10:31:12;27.07.2012 00:00:00;385c8de5da6b6b9a;Argeles Frankrijk;;37e4c4420176332b;Argeles Plus Activiteitenpakket;50,00;780,14
443;Ok;24.04.2012 10:31:12;27.07.2012 00:00:00;385c8de5da6b6b9a;Argeles Frankrijk;;6d950cbe51b7b604;Garantie-Annuleringsverzekering;55,64;780,14
443;Ok;24.04.2012 10:31:12;27.07.2012 00:00:00;385c8de5da6b6b9a;Argeles Frankrijk;;9a54ba5423ffedcc;Poliskosten;5,00;780,14
444;Ok;24.04.2012 10:36:27;30.07.2012 00:00:00;0904bb272054d180;Game Zone Nederland;;694e3b670769e892;Dynamigo Game Zone;570,00;587,50
444;Ok;24.04.2012 10:36:27;30.07.2012 00:00:00;0904bb272054d180;Game Zone Nederland;;eb90f036392eeeae;Reserveringskosten;17,50;587,50
445;Ok;24.04.2012 14:26:47;06.07.2012 00:00:00;9bba81325d583452;Estartit Spanje;;5b8d41b2952f3811;Dynamigo Estartit Kite Surfng;795,00;882,98
445;Ok;24.04.2012 14:26:47;06.07.2012 00:00:00;9bba81325d583452;Estartit Spanje;;eb90f036392eeeae;Reserveringskosten;17,50;882,98
445;Ok;24.04.2012 14:26:47;06.07.2012 00:00:00;9bba81325d583452;Estartit Spanje;;a91b026743fc98d0;Calamiteitenfonds;2,50;882,98
445;Ok;24.04.2012 14:26:47;06.07.2012 00:00:00;9bba81325d583452;Estartit Spanje;;6d950cbe51b7b604;Garantie-Annuleringsverzekering;62,98;882,98
445;Ok;24.04.2012 14:26:47;06.07.2012 00:00:00;9bba81325d583452;Estartit Spanje;;9a54ba5423ffedcc;Poliskosten;5,00;882,98
446;Ok;25.04.2012 10:51:02;06.05.2012 00:00:00;ded7ec9d7effca1f;Catalonië Spanje;;9cd73e222262abd2;Trektocht De Smokkelroute Catalonië;1.030,00;1.190,00
446;Ok;25.04.2012 10:51:02;06.05.2012 00:00:00;ded7ec9d7effca1f;Catalonië Spanje;;bb3354ffaf97009c;Toeslag Hoogseizoen Trektocht;160,00;1.190,00
447;Ok;26.04.2012 12:51:43;04.05.2012 00:00:00;553f87cdf8900195;Brabant;;aae72f7aa6dca586;Paardijweekend Brabant;220,00;250,00
447;Ok;26.04.2012 12:51:43;04.05.2012 00:00:00;553f87cdf8900195;Brabant;;69194dd6d7323dd2;Eenpersoonskamer per weekend;30,00;250,00
448;Ok;27.04.2012 15:19:43;10.09.2012 00:00:00;06c2b81cda974233;Western Ranch Ardennen;;01301a291e313fe6;Lange Midweek Western Ranch Ardennen;740,00;776,30
448;Ok;27.04.2012 15:19:43;10.09.2012 00:00:00;06c2b81cda974233;Western Ranch Ardennen;;1f5324d93d081e6e;Annuleringsverzekering De Luxe;33,30;776,30
448;Ok;27.04.2012 15:19:43;10.09.2012 00:00:00;06c2b81cda974233;Western Ranch Ardennen;;0a40ba0908143439;Poliskosten;3,00;776,30
449;Ok;27.04.2012 16:27:03;01.05.2012 00:00:00;f6fe1b6a76161ef9;Ijslanders Ardennen;;21058824de54ac3f;Midweek Ijslanders Ardennen 2 dagen rijden 2 overnachtingen;310,00;335,00
449;Ok;27.04.2012 16:27:03;01.05.2012 00:00:00;f6fe1b6a76161ef9;Ijslanders Ardennen;;79bb614e98f11d65;Extra diner dinsdag;25,00;335,00
450;Ok;01.05.2012 09:22:21;21.05.2012 00:00:00;a4baac64379b6e33;Ardennen;;01301a291e313fe6;Lange Midweek Western Ranch Ardennen;370,00;370,00
451;Ok;02.05.2012 21:52:19;17.08.2012 00:00:00;5ec1b7ae5d750cf4;Vlieland Nederland;;4e12e5219108a389;Lang Weekend Vlieland Ruiter halfpension;650,00;1.128,00
451;Ok;02.05.2012 21:52:19;17.08.2012 00:00:00;5ec1b7ae5d750cf4;Vlieland Nederland;;5e57d4e463a00145;Lang Weekend Vlieland Niet Ruiter3 nachten Halfpension;478,00;1.128,00
452;Ok;03.05.2012 12:44:21;17.08.2012 00:00:00;6d2bc96646b7adff;Brabant Loonse en Drunense Duinen;;dcfe23e99ef09736;Paardrijweekend A - 9 uur rijden, tweepersoonskamer;880,00;880,00
453;Ok;03.05.2012 13:40:04;07.10.2012 00:00:00;ce29d698aed8263f;Catalonie Spanje;;db3f84c41758f368;Standplaats met 2 daagse trektocht Catalonië;800,00;1.040,00
453;Ok;03.05.2012 13:40:04;07.10.2012 00:00:00;ce29d698aed8263f;Catalonie Spanje;;b843b59f14899097;Verzameltransfer retourp.p.;80,00;1.040,00
453;Ok;03.05.2012 13:40:04;07.10.2012 00:00:00;ce29d698aed8263f;Catalonie Spanje;;f63653de851d47d3;Toeslag Hoogseizoen;160,00;1.040,00
454;Ok;03.05.2012 14:06:27;29.06.2012 00:00:00;525b6470a541122d;Montpellier Frankrijk;;15be2a3729b3f4c7;Dynamigo Montpellier ;770,00;790,00
454;Ok;03.05.2012 14:06:27;29.06.2012 00:00:00;525b6470a541122d;Montpellier Frankrijk;;a91b026743fc98d0;Calamiteitenfonds;2,50;790,00
454;Ok;03.05.2012 14:06:27;29.06.2012 00:00:00;525b6470a541122d;Montpellier Frankrijk;;eb90f036392eeeae;Reserveringskosten;17,50;790,00
455;Ok;03.05.2012 14:25:34;17.08.2012 00:00:00;f49efefdcaae6b91;Estartit Spanje;;164597caf48776d7;Dynamigo Islas Medes Advanced;1.220,00;1.339,50
455;Ok;03.05.2012 14:25:34;17.08.2012 00:00:00;f49efefdcaae6b91;Estartit Spanje;;5603505c44a65622;Dynamigo Estartit Plus;30,00;1.339,50
455;Ok;03.05.2012 14:25:34;17.08.2012 00:00:00;f49efefdcaae6b91;Estartit Spanje;;343ecb9d3c40611e;Estartit Jeugdvakantie Spanje verlenging;0,00;1.339,50
455;Ok;03.05.2012 14:25:34;17.08.2012 00:00:00;f49efefdcaae6b91;Estartit Spanje;;2c24bc9da3a320da;Theorie Handboek PADI Open Water;40,00;1.339,50
455;Ok;03.05.2012 14:25:34;17.08.2012 00:00:00;f49efefdcaae6b91;Estartit Spanje;;9544dc2fe1d72592;Royal Class Bus;29,50;1.339,50
455;Ok;03.05.2012 14:25:34;17.08.2012 00:00:00;f49efefdcaae6b91;Estartit Spanje;;eb90f036392eeeae;Reserveringskosten;17,50;1.339,50
455;Ok;03.05.2012 14:25:34;17.08.2012 00:00:00;f49efefdcaae6b91;Estartit Spanje;;a91b026743fc98d0;Calamiteitenfonds;2,50;1.339,50
456;Ok;03.05.2012 15:26:47;16.05.2012 00:00:00;1d875be2adaa94af;Terschelling nederland;;875e636c7044c89e;Terschelling Buitenrit 2 uur;75,00;245,00
456;Ok;03.05.2012 15:26:47;16.05.2012 00:00:00;1d875be2adaa94af;Terschelling nederland;;dd85f77417ffd42f;Terschelling Appartement per nacht;170,00;245,00
